,method,input_name,gamma,inc,idef,total_time,max_mem,timestamp,n_vars,n_worlds,n_params,n_edges,also_idef,optimizer,graph_id
577,opt_dist,22--torch(adam)--gamma1e+00,1.000000000000001,1.205551047965057,6.236476741479143,135.7129683494568,-1,2022-10-01 02:12:44.852684,10,1024,324,34,,adam,22
578,cccp_opt_joint,23--cccp--gamma1e+00,1.000000000000001,0.2572118824233056,3.7500244469745176,19.66973876953125,-1,2022-10-01 02:12:50.325562,10,1024,258,28,,,23
579,opt_dist,21--torch(adam)--gamma2e+00,2.000000000000001,,-2.6643385295533313,226.1571409702301,-1,2022-10-01 02:12:51.758333,10,1024,362,33,,adam,21
580,cccp_opt_joint,23--cccp--gamma1e-08,1.0000001e-08,0.11844527013349336,5.5192501899347635,87.31813955307007,-1,2022-10-01 02:12:52.124193,10,1024,258,28,,,23
581,opt_dist,20--torch(asgd)--gamma1e-12,1.001e-12,2.0733618313276825,7.999999999999998,402.798636674881,-1,2022-10-01 02:12:54.593326,10,1024,508,44,,asgd,20
582,opt_dist,22--torch(asgd)--gamma2e+00,2.000000000000001,1.6022331495191247,7.999999999999998,131.69591975212097,-1,2022-10-01 02:12:56.859300,10,1024,324,34,,asgd,22
583,opt_dist,22--torch(lbfgs)--gamma1e-08,1.0000001e-08,,9.5336446108889,175.4989674091339,-1,2022-10-01 02:12:57.006544,10,1024,324,34,,lbfgs,22
584,opt_dist,21--torch(asgd)--gamma2e+00,2.000000000000001,2.9342046909679356,5.999999999999998,222.26909041404724,-1,2022-10-01 02:13:01.986824,10,1024,362,33,,asgd,21
585,opt_dist,22--torch(lbfgs)--gamma1e-12,1.001e-12,,9.533722572395703,205.95590710639954,-1,2022-10-01 02:13:02.454226,10,1024,324,34,,lbfgs,22
586,cvx_opt_joint,cvx-idef,1e-15,0.09202731273312473,8.307360990581078,14.564124345779419,-1,2022-10-01 02:13:05.356418,10,1024,244,29,False,,24
587,opt_dist,22--torch(asgd)--gamma1e-12,1.001e-12,1.6022331495191247,7.999999999999998,202.45767664909363,-1,2022-10-01 02:13:10.447976,10,1024,324,34,,asgd,22
588,cccp_opt_joint,23--cccp--gamma2e+00,2.000000000000001,3.616757784095181,0.9218115621925111,46.46357226371765,-1,2022-10-01 02:13:23.970820,10,1024,258,28,,,23
589,opt_dist,21--torch(lbfgs)--gamma1e+00,1.000000000000001,,4.319761522253528,271.0805449485779,-1,2022-10-01 02:13:24.444432,10,1024,362,33,,lbfgs,21
590,opt_dist,23--torch(adam)--gamma1e-12,1.001e-12,,5.817802826174557,130.6661148071289,-1,2022-10-01 02:13:26.275249,10,1024,258,28,,adam,23
591,opt_dist,21--torch(asgd)--gamma1e-02,0.010000000000001,2.9342046909679356,5.999999999999998,300.88151264190674,-1,2022-10-01 02:13:28.141142,10,1024,362,33,,asgd,21
592,opt_dist,22--torch(asgd)--gamma1e-02,0.010000000000001,1.6022331495191247,7.999999999999998,186.8736355304718,-1,2022-10-01 02:13:28.868908,10,1024,324,34,,asgd,22
593,opt_dist,22--torch(asgd)--gamma1e+00,1.000000000000001,1.6022331495191247,7.999999999999998,175.14455151557922,-1,2022-10-01 02:13:32.607910,10,1024,324,34,,asgd,22
594,opt_dist,23--torch(lbfgs)--gamma1e-12,1.001e-12,,5.606266305627952,144.63749718666077,-1,2022-10-01 02:13:40.443215,10,1024,258,28,,lbfgs,23
595,opt_dist,22--torch(lbfgs)--gamma1e+00,1.000000000000001,1.1242484712533938,6.30987102939335,188.85435390472412,-1,2022-10-01 02:13:40.761499,10,1024,324,34,,lbfgs,22
596,cccp_opt_joint,24--cccp--gamma1e-02,0.010000000000001,0.09218942797701546,8.15984721195371,24.618042469024658,-1,2022-10-01 02:13:51.684969,10,1024,244,29,,,24
597,opt_dist,23--torch(lbfgs)--gamma1e-08,1.0000001e-08,,5.606264801180281,146.50874757766724,-1,2022-10-01 02:13:56.338128,10,1024,258,28,,lbfgs,23
598,cccp_opt_joint,24--cccp--gamma1e+00,1.000000000000001,0.3653092844188453,7.142553070091345,18.524290084838867,-1,2022-10-01 02:13:59.936575,10,1024,244,29,,,24
599,opt_dist,23--torch(asgd)--gamma1e-02,0.010000000000001,1.21953600433581,3.9999999999999982,106.95895719528198,-1,2022-10-01 02:14:17.460499,10,1024,258,28,,asgd,23
600,opt_dist,23--torch(adam)--gamma1e-02,0.010000000000001,,5.647526057930606,121.62314534187317,-1,2022-10-01 02:14:17.935240,10,1024,258,28,,adam,23
601,opt_dist,23--torch(lbfgs)--gamma1e+00,1.000000000000001,,3.7519884329216655,106.38703846931458,-1,2022-10-01 02:14:20.073002,10,1024,258,28,,lbfgs,23
602,opt_dist,23--torch(asgd)--gamma1e+00,1.000000000000001,1.21953600433581,3.9999999999999982,108.4894597530365,-1,2022-10-01 02:14:22.352043,10,1024,258,28,,asgd,23
603,opt_dist,22--torch(adam)--gamma1e-02,0.010000000000001,,9.58169610959624,247.62619924545288,-1,2022-10-01 02:14:29.286937,10,1024,324,34,,adam,22
604,opt_dist,23--torch(asgd)--gamma2e+00,2.000000000000001,1.21953600433581,3.9999999999999982,104.67036938667297,-1,2022-10-01 02:14:29.957787,10,1024,258,28,,asgd,23
605,cccp_opt_joint,24--cccp--gamma1e-08,1.0000001e-08,0.09202630074900298,8.28858465380124,92.58357357978821,-1,2022-10-01 02:14:30.527806,10,1024,244,29,,,24
606,cccp_opt_joint,24--cccp--gamma1e-04,0.000100000000001,0.09202632040810042,8.19396288783826,81.41725373268127,-1,2022-10-01 02:14:31.559856,10,1024,244,29,,,24
607,opt_dist,24--torch(adam)--gamma1e-08,1.0000001e-08,,8.60250848004776,97.39407801628113,-1,2022-10-01 02:14:39.670972,10,1024,244,29,,adam,24
608,cvx_opt_joint,cvx-idef,1e-15,1.3629963684830038,9.232670867006526,19.404666900634766,-1,2022-10-01 02:14:42.852774,10,1024,558,45,False,,25
609,opt_dist,23--torch(asgd)--gamma1e-04,0.000100000000001,1.21953600433581,3.9999999999999982,163.31316208839417,-1,2022-10-01 02:14:55.970046,10,1024,258,28,,asgd,23
610,cccp_opt_joint,24--cccp--gamma2e+00,2.000000000000001,7.530145588741847,-0.529163861949498,60.04857897758484,-1,2022-10-01 02:15:00.817431,10,1024,244,29,,,24
611,cccp_opt_joint,24--cccp--gamma1e-12,1.001e-12,0.0920262599611871,8.310428491994665,129.64153599739075,-1,2022-10-01 02:15:02.514118,10,1024,244,29,,,24
612,opt_dist,23--torch(lbfgs)--gamma2e+00,2.000000000000001,,-0.9812909944587309,140.49135994911194,-1,2022-10-01 02:15:04.628239,10,1024,258,28,,lbfgs,23
613,opt_dist,24--torch(asgd)--gamma1e-04,0.000100000000001,2.5190907059158083,7.999999999999998,99.96978187561035,-1,2022-10-01 02:15:05.076426,10,1024,244,29,,asgd,24
614,opt_dist,23--torch(lbfgs)--gamma1e-02,0.010000000000001,,5.44719812838263,158.04619359970093,-1,2022-10-01 02:15:06.622839,10,1024,258,28,,lbfgs,23
615,opt_dist,23--torch(adam)--gamma1e+00,1.000000000000001,,3.76597644495002,157.77402448654175,-1,2022-10-01 02:15:10.367045,10,1024,258,28,,adam,23
616,opt_dist,23--torch(adam)--gamma2e+00,2.000000000000001,,-0.6170768665475723,148.29211235046387,-1,2022-10-01 02:15:10.559578,10,1024,258,28,,adam,23
617,opt_dist,23--torch(asgd)--gamma1e-12,1.001e-12,1.21953600433581,3.9999999999999982,226.28634405136108,-1,2022-10-01 02:15:10.800332,10,1024,258,28,,asgd,23
618,opt_dist,24--torch(adam)--gamma1e-12,1.001e-12,,8.6025089069695,147.98102378845215,-1,2022-10-01 02:15:21.039016,10,1024,244,29,,adam,24
619,opt_dist,24--torch(asgd)--gamma1e-12,1.001e-12,2.5190907059158083,7.999999999999998,149.77808570861816,-1,2022-10-01 02:15:27.484743,10,1024,244,29,,asgd,24
620,opt_dist,23--torch(asgd)--gamma1e-08,1.0000001e-08,1.21953600433581,3.9999999999999982,234.46338963508606,-1,2022-10-01 02:15:30.535304,10,1024,258,28,,asgd,23
621,opt_dist,24--torch(lbfgs)--gamma1e-04,0.000100000000001,,8.392095383335219,128.10521125793457,-1,2022-10-01 02:15:32.969359,10,1024,244,29,,lbfgs,24
622,opt_dist,24--torch(adam)--gamma1e-02,0.010000000000001,,8.51724908331044,128.69075393676758,-1,2022-10-01 02:15:37.644540,10,1024,244,29,,adam,24
623,opt_dist,24--torch(asgd)--gamma1e+00,1.000000000000001,2.5190907059158083,7.999999999999998,102.79261803627014,-1,2022-10-01 02:15:39.669040,10,1024,244,29,,asgd,24
624,opt_dist,24--torch(lbfgs)--gamma1e-08,1.0000001e-08,,8.414300328307036,157.92030954360962,-1,2022-10-01 02:15:41.160904,10,1024,244,29,,lbfgs,24
625,opt_dist,23--torch(adam)--gamma1e-08,1.0000001e-08,,5.817799038082528,257.53131914138794,-1,2022-10-01 02:15:43.902055,10,1024,258,28,,adam,23
626,opt_dist,24--torch(adam)--gamma1e+00,1.000000000000001,,7.065129405690982,123.05982065200806,-1,2022-10-01 02:15:44.732489,10,1024,244,29,,adam,24
627,opt_dist,24--torch(adam)--gamma1e-04,0.000100000000001,,8.599008962564284,153.74304485321045,-1,2022-10-01 02:15:44.888650,10,1024,244,29,,adam,24
628,opt_dist,24--torch(asgd)--gamma1e-02,0.010000000000001,2.5190907059158083,7.999999999999998,136.73232173919678,-1,2022-10-01 02:15:50.347536,10,1024,244,29,,asgd,24
629,cccp_opt_joint,25--cccp--gamma1e-04,0.000100000000001,1.3629981589488853,9.209026377966651,48.50001049041748,-1,2022-10-01 02:15:53.829649,10,1024,558,45,,,25
630,opt_dist,24--torch(adam)--gamma2e+00,2.000000000000001,,-0.999456408656346,96.37236142158508,-1,2022-10-01 02:15:54.419684,10,1024,244,29,,adam,24
631,cccp_opt_joint,25--cccp--gamma1e+00,1.000000000000001,3.7404065326346485,2.2326765567355205,29.481170177459717,-1,2022-10-01 02:15:57.675661,10,1024,558,45,,,25
632,opt_dist,24--torch(lbfgs)--gamma1e-02,0.010000000000001,,8.334148833086003,147.87236642837524,-1,2022-10-01 02:15:57.789110,10,1024,244,29,,lbfgs,24
633,cvx_opt_joint,cvx-idef,1e-15,0.34055594678268514,8.747969998398048,22.464102745056152,-1,2022-10-01 02:16:08.754295,10,1024,410,37,False,,26
634,opt_dist,23--torch(adam)--gamma1e-04,0.000100000000001,,5.8107186190541755,256.85633850097656,-1,2022-10-01 02:16:15.820972,10,1024,258,28,,adam,23
635,opt_dist,24--torch(lbfgs)--gamma1e-12,1.001e-12,,8.414300421477066,216.0679075717926,-1,2022-10-01 02:16:31.972669,10,1024,244,29,,lbfgs,24
636,opt_dist,24--torch(lbfgs)--gamma2e+00,2.000000000000001,,-0.9994492354375666,136.25379347801208,-1,2022-10-01 02:16:35.472452,10,1024,244,29,,lbfgs,24
637,cccp_opt_joint,25--cccp--gamma2e+00,2.000000000000001,,-1.8202501284870456,64.92915964126587,-1,2022-10-01 02:16:45.170109,10,1024,558,45,,,25
638,opt_dist,23--torch(lbfgs)--gamma1e-04,0.000100000000001,,5.574184267958686,289.3003616333008,-1,2022-10-01 02:16:50.000901,10,1024,258,28,,lbfgs,23
639,opt_dist,24--torch(asgd)--gamma2e+00,2.000000000000001,2.5190907059158083,7.999999999999998,153.5012264251709,-1,2022-10-01 02:16:54.486205,10,1024,244,29,,asgd,24
640,cccp_opt_joint,26--cccp--gamma1e-08,1.0000001e-08,0.34056062051920977,8.743461482452279,50.89909911155701,-1,2022-10-01 02:17:00.107092,10,1024,410,37,,,26
641,opt_dist,25--torch(adam)--gamma1e-12,1.001e-12,,9.02897197704174,150.86352968215942,-1,2022-10-01 02:17:02.521389,10,1024,558,45,,adam,25
642,cccp_opt_joint,25--cccp--gamma1e-02,0.010000000000001,1.3635491412272154,9.075667052929937,111.81054306030273,-1,2022-10-01 02:17:03.138834,10,1024,558,45,,,25
643,cccp_opt_joint,26--cccp--gamma1e-12,1.001e-12,0.34055492680189664,8.748808915210214,81.32111740112305,-1,2022-10-01 02:17:15.569422,10,1024,410,37,,,26
644,opt_dist,24--torch(lbfgs)--gamma1e+00,1.000000000000001,,7.098721603176629,207.60466241836548,-1,2022-10-01 02:17:19.982410,10,1024,244,29,,lbfgs,24
645,opt_dist,24--torch(asgd)--gamma1e-08,1.0000001e-08,2.5190907059158083,7.999999999999998,257.6987943649292,-1,2022-10-01 02:17:24.368904,10,1024,244,29,,asgd,24
646,opt_dist,25--torch(asgd)--gamma1e-12,1.001e-12,3.6903924160281427,6.999999999999998,167.86723494529724,-1,2022-10-01 02:17:28.629450,10,1024,558,45,,asgd,25
647,opt_dist,25--torch(adam)--gamma1e-04,0.000100000000001,,9.028211638803402,149.6129903793335,-1,2022-10-01 02:17:35.048643,10,1024,558,45,,adam,25
648,opt_dist,25--torch(asgd)--gamma1e-04,0.000100000000001,3.6903924160281427,6.999999999999998,154.65062522888184,-1,2022-10-01 02:17:43.363316,10,1024,558,45,,asgd,25
649,cccp_opt_joint,26--cccp--gamma1e+00,1.000000000000001,0.9744032072841778,5.723848751206529,25.378175497055054,-1,2022-10-01 02:17:46.102224,10,1024,410,37,,,26
650,opt_dist,25--torch(lbfgs)--gamma1e+00,1.000000000000001,,1.8065398406632802,173.33435106277466,-1,2022-10-01 02:18:27.190758,10,1024,558,45,,lbfgs,25
651,opt_dist,25--torch(asgd)--gamma1e+00,1.000000000000001,3.6903924160281427,6.999999999999998,169.11234188079834,-1,2022-10-01 02:18:27.568117,10,1024,558,45,,asgd,25
652,opt_dist,25--torch(lbfgs)--gamma1e-08,1.0000001e-08,,9.226956623677086,211.23504447937012,-1,2022-10-01 02:18:32.817506,10,1024,558,45,,lbfgs,25
653,opt_dist,26--torch(lbfgs)--gamma1e-12,1.001e-12,,8.793275358129476,156.32578372955322,-1,2022-10-01 02:18:34.593166,10,1024,410,37,,lbfgs,26
654,opt_dist,25--torch(lbfgs)--gamma1e-02,0.010000000000001,,9.07354283913087,204.11296153068542,-1,2022-10-01 02:18:35.963784,10,1024,558,45,,lbfgs,25
655,cccp_opt_joint,26--cccp--gamma1e-04,0.000100000000001,0.34055503677441207,8.709696836142022,119.5670394897461,-1,2022-10-01 02:18:36.124782,10,1024,410,37,,,26
656,opt_dist,25--torch(lbfgs)--gamma1e-04,0.000100000000001,,9.213052913386257,210.457665681839,-1,2022-10-01 02:18:37.823644,10,1024,558,45,,lbfgs,25
657,opt_dist,25--torch(asgd)--gamma2e+00,2.000000000000001,3.6903924160281427,6.999999999999998,176.82569694519043,-1,2022-10-01 02:18:42.669297,10,1024,558,45,,asgd,25
658,opt_dist,26--torch(adam)--gamma1e-12,1.001e-12,,8.817339314524745,170.6917850971222,-1,2022-10-01 02:18:45.977595,10,1024,410,37,,adam,26
659,opt_dist,25--torch(asgd)--gamma1e-08,1.0000001e-08,3.6903924160281427,6.999999999999998,230.09026074409485,-1,2022-10-01 02:18:53.475110,10,1024,558,45,,asgd,25
660,cccp_opt_joint,26--cccp--gamma2e+00,2.000000000000001,,-1.6356952395816928,70.20929217338562,-1,2022-10-01 02:18:54.262450,10,1024,410,37,,,26
661,cvx_opt_joint,cvx-idef,1e-15,1.0296902385419444,9.447514980525987,23.43278932571411,-1,2022-10-01 02:18:56.688737,10,1024,364,36,False,,27
662,opt_dist,25--torch(adam)--gamma1e-08,1.0000001e-08,,9.028971901069418,242.12201523780823,-1,2022-10-01 02:18:59.201603,10,1024,558,45,,adam,25
663,opt_dist,26--torch(asgd)--gamma1e-08,1.0000001e-08,2.4326051558632606,6.999999999999998,163.79933762550354,-1,2022-10-01 02:19:16.631340,10,1024,410,37,,asgd,26
664,cccp_opt_joint,25--cccp--gamma1e-08,1.0000001e-08,1.362998481423207,9.2299285760109,277.378755569458,-1,2022-10-01 02:19:21.199598,10,1024,558,45,,,25
665,opt_dist,26--torch(lbfgs)--gamma1e-08,1.0000001e-08,,8.793259308827956,183.47052597999573,-1,2022-10-01 02:19:27.655357,10,1024,410,37,,lbfgs,26
666,opt_dist,26--torch(adam)--gamma1e+00,1.000000000000001,,5.561504615884852,122.81891131401062,-1,2022-10-01 02:19:27.736355,10,1024,410,37,,adam,26
667,opt_dist,26--torch(adam)--gamma1e-04,0.000100000000001,,8.817490862506437,165.28113341331482,-1,2022-10-01 02:19:31.618837,10,1024,410,37,,adam,26
668,opt_dist,25--torch(adam)--gamma2e+00,2.000000000000001,,-3.77648517291612,229.87104964256287,-1,2022-10-01 02:19:31.863945,10,1024,558,45,,adam,25
669,opt_dist,26--torch(adam)--gamma1e-02,0.010000000000001,,8.50723553182053,149.21059226989746,-1,2022-10-01 02:19:32.330134,10,1024,410,37,,adam,26
670,opt_dist,25--torch(lbfgs)--gamma1e-12,1.001e-12,,9.225771204124914,302.0460765361786,-1,2022-10-01 02:19:34.821736,10,1024,558,45,,lbfgs,25
671,cccp_opt_joint,26--cccp--gamma1e-02,0.010000000000001,0.34187837939218496,8.239161132482021,158.61583590507507,-1,2022-10-01 02:19:39.915345,10,1024,410,37,,,26
672,opt_dist,25--torch(adam)--gamma1e+00,1.000000000000001,,1.6644900770240225,253.3599498271942,-1,2022-10-01 02:19:45.267035,10,1024,558,45,,adam,25
673,cccp_opt_joint,27--cccp--gamma1e-12,1.001e-12,1.0296891346270678,9.445899192723415,73.45841979980469,-1,2022-10-01 02:19:50.518625,10,1024,364,36,,,27
674,cccp_opt_joint,27--cccp--gamma1e-04,0.000100000000001,1.0296892256576484,9.38928711149951,50.9188506603241,-1,2022-10-01 02:19:51.311640,10,1024,364,36,,,27
675,opt_dist,25--torch(adam)--gamma1e-02,0.010000000000001,,8.932718630527415,280.4332866668701,-1,2022-10-01 02:19:52.004980,10,1024,558,45,,adam,25
676,opt_dist,26--torch(lbfgs)--gamma1e+00,1.000000000000001,,5.623103020129627,144.3693494796753,-1,2022-10-01 02:19:53.620580,10,1024,410,37,,lbfgs,26
677,cccp_opt_joint,27--cccp--gamma1e+00,1.000000000000001,2.354674084562312,6.016218270627227,22.998510360717773,-1,2022-10-01 02:19:55.812677,10,1024,364,36,,,27
678,opt_dist,26--torch(asgd)--gamma1e-02,0.010000000000001,2.4326051558632606,6.999999999999998,168.2455859184265,-1,2022-10-01 02:20:04.672684,10,1024,410,37,,asgd,26
679,opt_dist,26--torch(lbfgs)--gamma1e-04,0.000100000000001,,8.78093925958966,194.7512812614441,-1,2022-10-01 02:20:05.391001,10,1024,410,37,,lbfgs,26
680,opt_dist,26--torch(lbfgs)--gamma1e-02,0.010000000000001,,8.365249685959377,181.5633828639984,-1,2022-10-01 02:20:05.715355,10,1024,410,37,,lbfgs,26
681,opt_dist,26--torch(asgd)--gamma1e+00,1.000000000000001,2.4326051558632606,6.999999999999998,155.823082447052,-1,2022-10-01 02:20:11.198858,10,1024,410,37,,asgd,26
682,opt_dist,25--torch(lbfgs)--gamma2e+00,2.000000000000001,,-3.7710045361676556,271.42957401275635,-1,2022-10-01 02:20:16.347163,10,1024,558,45,,lbfgs,25
683,cccp_opt_joint,25--cccp--gamma1e-12,1.001e-12,1.3629961999011,9.231557226847162,347.6264500617981,-1,2022-10-01 02:20:18.183200,10,1024,558,45,,,25
684,cvx_opt_joint,cvx-idef,1e-15,0.5033437570813438,9.87826513071174,26.496286392211914,-1,2022-10-01 02:20:23.490795,10,1024,596,44,False,,28
685,opt_dist,26--torch(asgd)--gamma1e-12,1.001e-12,2.4326051558632606,6.999999999999998,273.6692762374878,-1,2022-10-01 02:20:32.109431,10,1024,410,37,,asgd,26
686,opt_dist,26--torch(asgd)--gamma1e-04,0.000100000000001,2.4326051558632606,6.999999999999998,228.2634060382843,-1,2022-10-01 02:20:43.155170,10,1024,410,37,,asgd,26
687,opt_dist,25--torch(asgd)--gamma1e-02,0.010000000000001,3.6903924160281427,6.999999999999998,324.0008406639099,-1,2022-10-01 02:20:46.142992,10,1024,558,45,,asgd,25
688,cccp_opt_joint,27--cccp--gamma2e+00,2.000000000000001,,-0.9080005510336919,55.72880458831787,-1,2022-10-01 02:20:47.168001,10,1024,364,36,,,27
689,opt_dist,27--torch(lbfgs)--gamma1e-12,1.001e-12,,9.543896115887417,129.49770307540894,-1,2022-10-01 02:20:47.924885,10,1024,364,36,,lbfgs,27
690,cvx_opt_joint,cvx+idef,1e-15,0.5033437566870574,9.85718590513834,45.334532260894775,-1,2022-10-01 02:20:50.987568,10,1024,596,44,True,,28
691,opt_dist,26--torch(adam)--gamma2e+00,2.000000000000001,,-1.8345177282839114,202.25352454185486,-1,2022-10-01 02:21:09.296843,10,1024,410,37,,adam,26
692,cccp_opt_joint,27--cccp--gamma1e-08,1.0000001e-08,1.0296891610556698,9.43809486858281,143.1454417705536,-1,2022-10-01 02:21:09.638581,10,1024,364,36,,,27
693,cccp_opt_joint,28--cccp--gamma1e-04,0.000100000000001,0.5033437499892754,9.855711914404932,26.194412231445312,-1,2022-10-01 02:21:13.143856,10,1024,596,44,,,28
694,opt_dist,27--torch(adam)--gamma1e-08,1.0000001e-08,,9.831022617567303,143.9659721851349,-1,2022-10-01 02:21:18.263824,10,1024,364,36,,adam,27
695,opt_dist,27--torch(adam)--gamma1e-04,0.000100000000001,,9.83021146437284,132.78590536117554,-1,2022-10-01 02:21:20.280931,10,1024,364,36,,adam,27
696,opt_dist,27--torch(lbfgs)--gamma1e-08,1.0000001e-08,,9.54389606030093,150.05299377441406,-1,2022-10-01 02:21:24.667129,10,1024,364,36,,lbfgs,27
697,opt_dist,27--torch(asgd)--gamma1e-12,1.001e-12,3.649405835827527,8.999999999999998,168.94290351867676,-1,2022-10-01 02:21:32.635863,10,1024,364,36,,asgd,27
698,opt_dist,27--torch(adam)--gamma1e-12,1.001e-12,,9.83102293834688,176.1435830593109,-1,2022-10-01 02:21:33.408849,10,1024,364,36,,adam,27
699,opt_dist,27--torch(adam)--gamma2e+00,2.000000000000001,,-0.9069358609651945,113.37579298019409,-1,2022-10-01 02:21:45.008048,10,1024,364,36,,adam,27
700,opt_dist,27--torch(asgd)--gamma1e-04,0.000100000000001,3.649405835827527,8.999999999999998,143.15719747543335,-1,2022-10-01 02:21:45.390975,10,1024,364,36,,asgd,27
701,cccp_opt_joint,28--cccp--gamma1e-08,1.0000001e-08,0.5033434688613854,9.874914879455403,89.10522556304932,-1,2022-10-01 02:21:48.416367,10,1024,596,44,,,28
702,opt_dist,26--torch(asgd)--gamma2e+00,2.000000000000001,2.4326051558632606,6.999999999999998,201.47493624687195,-1,2022-10-01 02:21:49.890312,10,1024,410,37,,asgd,26
703,opt_dist,26--torch(adam)--gamma1e-08,1.0000001e-08,,8.817387030841457,334.5022258758545,-1,2022-10-01 02:21:51.942276,10,1024,410,37,,adam,26
704,opt_dist,27--torch(lbfgs)--gamma1e+00,1.000000000000001,,5.62683822007433,132.82947325706482,-1,2022-10-01 02:21:53.711016,10,1024,364,36,,lbfgs,27
705,opt_dist,27--torch(lbfgs)--gamma2e+00,2.000000000000001,,-0.8059553856509463,122.5515353679657,-1,2022-10-01 02:21:55.207860,10,1024,364,36,,lbfgs,27
706,cccp_opt_joint,28--cccp--gamma1e+00,1.000000000000001,1.7259550415060838,5.589825290419159,35.47702646255493,-1,2022-10-01 02:21:56.167185,10,1024,596,44,,,28
707,opt_dist,27--torch(asgd)--gamma1e-08,1.0000001e-08,3.649405835827527,8.999999999999998,179.90548157691956,-1,2022-10-01 02:21:57.522401,10,1024,364,36,,asgd,27
708,opt_dist,27--torch(lbfgs)--gamma1e-02,0.010000000000001,,9.493425896094966,152.94428849220276,-1,2022-10-01 02:22:05.488804,10,1024,364,36,,lbfgs,27
709,cccp_opt_joint,28--cccp--gamma1e-12,1.001e-12,0.503343427414712,9.877989956335371,119.88152265548706,-1,2022-10-01 02:22:05.742903,10,1024,596,44,,,28
710,opt_dist,27--torch(lbfgs)--gamma1e-04,0.000100000000001,,9.52104083428041,175.1686098575592,-1,2022-10-01 02:22:12.220408,10,1024,364,36,,lbfgs,27
711,opt_dist,27--torch(adam)--gamma1e+00,1.000000000000001,,5.4601195459585306,165.25648617744446,-1,2022-10-01 02:22:20.625107,10,1024,364,36,,adam,27
712,opt_dist,28--torch(adam)--gamma1e-04,0.000100000000001,,9.742716078377667,93.12659001350403,-1,2022-10-01 02:22:21.236380,10,1024,596,44,,adam,28
713,cvx_opt_joint,cvx-idef,1e-15,0.11018611909365275,9.918826139711195,30.08817982673645,-1,2022-10-01 02:22:23.046122,10,1024,416,39,False,,29
714,cvx_opt_joint,cvx+idef,1e-15,0.11018612032575473,9.848093675389372,35.906824350357056,-1,2022-10-01 02:22:30.738796,10,1024,416,39,True,,29
715,cccp_opt_joint,27--cccp--gamma1e-02,0.010000000000001,1.029721678882108,9.38004712040646,187.90372228622437,-1,2022-10-01 02:22:36.439070,10,1024,364,36,,,27
716,cccp_opt_joint,28--cccp--gamma2e+00,2.000000000000001,,-1.2758478081448503,56.41236424446106,-1,2022-10-01 02:22:41.749344,10,1024,596,44,,,28
717,opt_dist,28--torch(adam)--gamma1e-08,1.0000001e-08,,9.74398360667168,142.71088290214539,-1,2022-10-01 02:22:46.786128,10,1024,596,44,,adam,28
718,opt_dist,27--torch(adam)--gamma1e-02,0.010000000000001,,9.761038912710184,199.12742733955383,-1,2022-10-01 02:22:47.904339,10,1024,364,36,,adam,27
719,opt_dist,28--torch(asgd)--gamma1e-02,0.010000000000001,2.8147924611093615,7.999999999999998,94.12090969085693,-1,2022-10-01 02:22:52.927694,10,1024,596,44,,asgd,28
720,opt_dist,28--torch(asgd)--gamma1e-12,1.001e-12,2.8147924611093615,7.999999999999998,160.93194103240967,-1,2022-10-01 02:22:58.358668,10,1024,596,44,,asgd,28
721,opt_dist,28--torch(lbfgs)--gamma1e-02,0.010000000000001,,9.626591384686517,110.1462812423706,-1,2022-10-01 02:23:03.764413,10,1024,596,44,,lbfgs,28
722,opt_dist,28--torch(asgd)--gamma1e-08,1.0000001e-08,2.8147924611093615,7.999999999999998,149.26331782341003,-1,2022-10-01 02:23:13.352579,10,1024,596,44,,asgd,28
723,cccp_opt_joint,28--cccp--gamma1e-02,0.010000000000001,0.5046743701408528,9.51003673937656,125.60013246536255,-1,2022-10-01 02:23:15.921021,10,1024,596,44,,,28
724,opt_dist,29--torch(adam)--gamma1e-12,1.001e-12,,10.252123849437904,88.4131441116333,-1,2022-10-01 02:23:25.468506,10,1024,416,39,,adam,29
725,cccp_opt_joint,29--cccp--gamma1e+00,1.000000000000001,0.5758221759860451,7.982147530866351,29.652029514312744,-1,2022-10-01 02:23:34.069585,10,1024,416,39,,,29
726,opt_dist,29--torch(lbfgs)--gamma1e-08,1.0000001e-08,,10.01895397495369,75.35218024253845,-1,2022-10-01 02:23:36.236188,10,1024,416,39,,lbfgs,29
727,opt_dist,29--torch(adam)--gamma1e-08,1.0000001e-08,,10.252123546969827,86.63617849349976,-1,2022-10-01 02:23:39.708454,10,1024,416,39,,adam,29
728,opt_dist,28--torch(lbfgs)--gamma1e+00,1.000000000000001,,5.382136247373329,129.4375638961792,-1,2022-10-01 02:23:42.499807,10,1024,596,44,,lbfgs,28
729,cccp_opt_joint,29--cccp--gamma1e-08,1.0000001e-08,0.11018681690711038,9.901819307712433,104.74635171890259,-1,2022-10-01 02:23:50.876403,10,1024,416,39,,,29
730,opt_dist,28--torch(adam)--gamma1e-02,0.010000000000001,,9.551281324094404,163.1990611553192,-1,2022-10-01 02:23:53.781989,10,1024,596,44,,adam,28
731,opt_dist,26--torch(lbfgs)--gamma2e+00,2.000000000000001,,-1.6145564362869649,343.1798017024994,-1,2022-10-01 02:24:11.361166,10,1024,410,37,,lbfgs,26
